sample	Population	Superpopulation	coding_one_allele_non_ref	coding_two_alleles_non_ref	wg_one_allele_non_ref	wg_two_alleles_non_ref
HG04002	ITU	SAS	183	143	245743	262987
NA20901	GIH	SAS	189	147	245882	262791
HG03823	BEB	SAS	182	140	244359	262937
HG02524	KHV	EAS	177	145	227800	273765
HG03373	ESN	AFR	218	147	276476	285356
NA19080	JPT	EAS	179	144	221786	279227
HG02399	CDX	EAS	173	156	228787	275929
NA20340	ASW	AFR	196	163	286109	278474
HG04061	ITU	SAS	193	146	244482	264629
HG00367	FIN	EUR	181	139	238341	259089
NA18924	YRI	AFR	217	144	278050	281812
HG00329	FIN	EUR	178	144	244906	256199
HG04200	ITU	SAS	190	144	241566	262712
HG00735	PUR	AMR	205	123	254231	255157
HG01708	IBS	EUR	175	132	248410	254111
HG03272	ESN	AFR	218	150	277002	285130
HG02278	PEL	AMR	161	137	217850	279133
HG01815	CDX	EAS	169	156	230233	277417
HG01860	KHV	EAS	173	144	227818	275979
HG03869	ITU	SAS	185	148	243580	263253
HG00380	FIN	EUR	172	143	245528	255800
NA18624	CHB	EAS	171	142	224961	277261
NA18550	CHB	EAS	183	141	229002	276411
HG01457	CLM	AMR	203	137	244770	259875
HG02979	ESN	AFR	215	157	275980	285299
NA18863	YRI	AFR	216	146	279104	281477
HG02012	ACB	AFR	209	152	285084	279080
NA20129	ASW	AFR	221	138	286186	275576
HG01697	IBS	EUR	183	138	246235	255700
NA11882	CEU	EUR	193	134	241201	254179
NA20851	GIH	SAS	195	155	244037	264443
NA19794	MXL	AMR	179	139	247892	261388
HG04148	BEB	SAS	183	141	248003	259786
NA10842	CEU	EUR	186	130	241461	252235
NA19457	LWK	AFR	227	152	285692	285994
HG01142	CLM	AMR	201	137	263585	258944
HG04198	ITU	SAS	175	156	245215	261230
HG02088	KHV	EAS	192	148	229224	273989
HG02815	GWD	AFR	207	149	278252	280989
HG02221	IBS	EUR	190	132	244090	254286
HG01771	IBS	EUR	186	139	245037	254792
NA12875	CEU	EUR	184	137	242677	253785
HG00662	CHS	EAS	161	153	225561	272192
HG01938	PEL	AMR	148	154	208011	282131
HG03752	STU	SAS	175	145	232806	268549
NA18960	JPT	EAS	188	147	227466	278873
NA11994	CEU	EUR	183	140	243830	253890
HG03048	GWD	AFR	203	163	272758	283322
HG03904	BEB	SAS	182	130	244676	261149
HG01459	CLM	AMR	190	146	255005	255353
NA11843	CEU	EUR	183	134	240694	255882
NA19654	MXL	AMR	181	149	245196	264785
HG03124	ESN	AFR	214	144	276612	285011
NA20767	TSI	EUR	196	149	243332	257217
HG04159	BEB	SAS	193	130	246406	261760
NA19663	MXL	AMR	176	144	242322	265263
NA19404	LWK	AFR	242	164	281194	287164
HG01174	PUR	AMR	197	133	246723	256935
HG01843	KHV	EAS	159	163	229203	274529
HG02282	ACB	AFR	202	158	285494	272055
HG02166	CDX	EAS	178	137	226383	277109
HG00383	FIN	EUR	183	145	241608	259165
NA19733	MXL	AMR	165	149	211708	280987
HG03702	PJL	SAS	209	136	252195	257795
HG03128	ESN	AFR	216	148	276012	286487
HG00136	GBR	EUR	181	140	245069	258114
HG02490	PJL	SAS	205	122	237168	263242
NA18562	CHB	EAS	180	143	229643	274805
HG00704	CHS	EAS	170	140	226525	274320
HG01529	IBS	EUR	183	135	245845	254024
HG04015	ITU	SAS	194	144	243438	265061
HG02602	PJL	SAS	183	145	247885	259502
HG02881	GWD	AFR	217	147	266980	286996
HG00656	CHS	EAS	161	149	227745	273198
HG03230	PJL	SAS	187	142	229551	270047
NA19093	YRI	AFR	211	145	275536	282893
HG00625	CHS	EAS	189	151	227778	273705
HG00371	FIN	EUR	148	145	242815	257804
HG02137	KHV	EAS	181	153	227701	275366
HG02690	PJL	SAS	159	151	229157	268023
HG03742	ITU	SAS	188	142	246047	263539
NA18939	JPT	EAS	176	149	224426	277700
NA12340	CEU	EUR	180	144	244277	252679
HG00614	CHS	EAS	170	153	228645	273776
NA20887	GIH	SAS	207	141	245414	262313
HG01710	IBS	EUR	160	145	247923	254997
HG01629	IBS	EUR	185	148	250750	252888
HG01495	CLM	AMR	172	149	260749	257054
NA20289	ASW	AFR	206	150	288097	276811
HG00319	FIN	EUR	188	134	243755	258781
NA12156	CEU	EUR	202	132	243962	253474
HG00701	CHS	EAS	196	136	230715	271864
HG02427	ACB	AFR	202	150	281478	281663
HG03619	PJL	SAS	228	125	236286	262239
HG00105	GBR	EUR	193	139	238366	261087
HG04075	STU	SAS	177	142	239678	264792
HG01975	PEL	AMR	157	149	222490	276210
HG01391	CLM	AMR	198	133	266031	253975
NA19762	MXL	AMR	202	159	249898	265086
NA12239	CEU	EUR	196	126	245891	253357
HG03540	GWD	AFR	214	156	280059	280037
HG03798	BEB	SAS	200	129	245474	263096
HG02698	PJL	SAS	174	138	250838	255537
HG02003	PEL	AMR	159	138	222586	274448
HG03875	ITU	SAS	179	145	233940	266886
NA19127	YRI	AFR	217	142	277677	280273
HG01135	CLM	AMR	186	124	252580	255173
HG03849	STU	SAS	179	146	243354	263892
HG01523	IBS	EUR	189	139	242254	253826
HG02756	GWD	AFR	209	150	276394	283544
HG02064	KHV	EAS	182	142	230353	274027
HG02661	PJL	SAS	193	140	247586	258595
HG03033	GWD	AFR	213	162	275769	284401
HG03914	BEB	SAS	199	139	245490	262461
HG01356	CLM	AMR	178	156	251898	256166
NA10860	CEU	EUR	170	144	244731	254031
HG02165	CDX	EAS	169	155	228689	276382
HG00182	FIN	EUR	194	126	247878	255666
HG01110	PUR	AMR	185	148	253688	256742
HG01256	CLM	AMR	175	138	251971	253573
NA12155	CEU	EUR	181	138	243534	255082
NA20357	ASW	AFR	211	143	285765	281537
NA11831	CEU	EUR	169	143	243744	252977
HG00631	CHS	EAS	175	154	227100	272514
NA20296	ASW	AFR	248	143	285284	275820
HG02321	ACB	AFR	211	166	283481	277984
HG01192	PUR	AMR	203	133	254446	256653
NA20798	TSI	EUR	195	129	237651	259865
NA18599	CHB	EAS	172	142	229378	275625
NA21106	GIH	SAS	193	149	246652	262836
HG01678	IBS	EUR	207	127	243873	256314
HG03081	MSL	AFR	214	147	282421	287444
NA18579	CHB	EAS	183	135	228635	276245
HG03788	ITU	SAS	167	145	241386	265637
HG01384	CLM	AMR	181	134	247588	256615
HG00160	GBR	EUR	179	140	242839	259139
HG02836	GWD	AFR	224	162	275354	281795
HG01869	KHV	EAS	155	157	228482	275179
HG01204	PUR	AMR	182	137	258236	255455
NA20503	TSI	EUR	198	136	242396	259374
HG00436	CHS	EAS	179	136	227995	273857
NA18616	CHB	EAS	183	138	226607	275800
NA20536	TSI	EUR	176	132	237437	259486
HG01606	IBS	EUR	177	138	244296	256147
HG00311	FIN	EUR	168	144	242013	257566
NA20514	TSI	EUR	192	121	235150	259930
HG01137	CLM	AMR	186	137	246532	258131
HG00738	PUR	AMR	202	130	253146	253131
HG03895	STU	SAS	170	145	228022	272333
HG03615	BEB	SAS	179	140	239438	266781
HG03473	MSL	AFR	224	158	279770	288676
NA10852	CEU	EUR	180	137	238987	253807
HG01537	IBS	EUR	187	137	245103	254195
HG01812	CDX	EAS	186	141	226893	277291
NA18558	CHB	EAS	152	157	225023	277131
HG02652	PJL	SAS	194	137	247384	258243
HG00099	GBR	EUR	162	144	243211	258713
HG01936	PEL	AMR	176	141	240677	264918
HG03645	STU	SAS	197	129	240071	263751
HG03625	PJL	SAS	178	144	227546	268066
NA19828	ASW	AFR	212	145	288111	271646
HG01965	PEL	AMR	186	128	250033	263926
NA20342	ASW	AFR	231	142	288405	266116
HG02526	KHV	EAS	180	131	227767	275855
HG03709	PJL	SAS	174	138	246318	261139
NA20533	TSI	EUR	187	138	240006	257865
NA20895	GIH	SAS	175	135	242178	261584
HG01670	IBS	EUR	187	119	241780	256686
HG03016	PJL	SAS	198	144	246103	261286
HG03846	STU	SAS	177	138	244115	262203
HG04147	BEB	SAS	206	132	245118	261094
HG02736	PJL	SAS	185	141	248461	257496
NA19750	MXL	AMR	188	140	251774	259687
HG02086	KHV	EAS	169	150	230152	273769
NA19142	YRI	AFR	205	149	277859	281981
HG00120	GBR	EUR	153	141	245476	257053
NA20314	ASW	AFR	206	142	233496	266005
HG01398	PUR	AMR	190	149	250335	259403
NA20291	ASW	AFR	223	147	282328	287755
HG01094	PUR	AMR	206	125	259339	255612
HG03786	ITU	SAS	189	147	234710	269011
NA18978	JPT	EAS	160	148	227285	277236
HG00350	FIN	EUR	180	134	245547	255636
HG02612	GWD	AFR	210	154	276039	282425
HG02373	CDX	EAS	178	149	234700	274691
HG02545	ACB	AFR	232	143	281309	280117
HG03521	ESN	AFR	218	142	277359	282978
HG00360	FIN	EUR	201	134	242776	259603
NA19120	YRI	AFR	197	164	276068	282381
NA12335	CEU	EUR	182	135	242813	253165
NA20321	ASW	AFR	236	160	282690	278892
HG03867	ITU	SAS	178	155	236382	270657
NA12249	CEU	EUR	186	137	242554	252326
HG01633	IBS	EUR	171	141	247026	253470
NA19115	YRI	AFR	219	157	275595	283125
HG00252	GBR	EUR	190	137	242062	258599
HG02760	GWD	AFR	221	157	276065	283873
HG02367	CDX	EAS	175	162	225638	278463
NA18565	CHB	EAS	175	153	227553	275926
HG02006	PEL	AMR	209	140	284485	260906
HG01776	IBS	EUR	177	139	242603	255671
HG01051	PUR	AMR	184	148	263800	257414
HG02555	ACB	AFR	219	154	284598	280022
HG03139	ESN	AFR	204	146	277060	285755
HG00450	CHS	EAS	184	136	226533	272990
HG02769	GWD	AFR	216	154	275657	282373
HG03920	BEB	SAS	194	136	245221	262108
HG04193	BEB	SAS	176	153	219561	273542
HG03711	STU	SAS	213	135	237048	266332
NA20412	ASW	AFR	209	152	286942	273962
HG00590	CHS	EAS	160	150	229787	272045
HG01499	CLM	AMR	202	129	245795	259433
HG03212	MSL	AFR	216	160	276500	289975
HG02223	IBS	EUR	184	144	248198	253542
NA19101	YRI	AFR	199	166	277193	282230
NA20586	TSI	EUR	189	134	246048	255757
HG03019	PJL	SAS	190	141	238329	265564
NA19649	MXL	AMR	185	133	245996	260529
HG02841	GWD	AFR	228	143	276280	281315
NA12739	CEU	EUR	198	121	240048	253759
HG01517	IBS	EUR	151	138	242367	254324
HG01892	PEL	AMR	179	147	237457	269780
HG03314	ESN	AFR	206	162	275734	284614
NA20768	TSI	EUR	182	140	239042	258693
HG03197	ESN	AFR	197	160	276512	284394
HG00110	GBR	EUR	188	138	237172	263063
NA20856	GIH	SAS	203	147	245435	261573
HG03772	ITU	SAS	166	156	238726	267519
HG00131	GBR	EUR	183	135	242427	259768
NA18629	CHB	EAS	164	154	228820	275407
HG02233	IBS	EUR	180	124	248449	253741
NA19102	YRI	AFR	222	150	277797	282708
HG00355	FIN	EUR	175	137	244543	257592
HG02580	ACB	AFR	229	138	286679	274219
HG03056	MSL	AFR	194	169	278891	289180
HG03915	BEB	SAS	181	140	244845	262257
HG01686	IBS	EUR	178	151	245248	256239
HG02113	KHV	EAS	179	159	229241	273630
NA18872	YRI	AFR	217	155	278322	281816
HG00254	GBR	EUR	186	150	243349	258435
HG02108	ACB	AFR	236	136	283117	276009
HG02484	ACB	AFR	221	148	286726	277213
NA11830	CEU	EUR	172	138	241835	254048
HG02922	ESN	AFR	185	155	278400	283065
NA20877	GIH	SAS	181	139	237894	265958
NA20760	TSI	EUR	187	143	243737	257398
HG01124	CLM	AMR	192	127	260846	256598
HG03774	ITU	SAS	200	136	242102	266508
NA20813	TSI	EUR	185	145	243265	257767
HG03249	GWD	AFR	205	154	273162	281269
HG02605	PJL	SAS	205	124	251493	256850
NA20755	TSI	EUR	163	151	242158	257694
NA06985	CEU	EUR	187	131	241386	255250
HG01879	ACB	AFR	216	151	285974	276398
HG01077	PUR	AMR	190	131	264053	256690
HG01888	ACB	AFR	213	141	285270	278626
HG01518	IBS	EUR	176	145	243275	256368
HG02977	ESN	AFR	223	136	276157	286323
HG02501	ACB	AFR	205	161	285937	272615
NA12400	CEU	EUR	229	123	245426	253337
HG02019	KHV	EAS	184	144	228575	275351
HG02279	PEL	AMR	148	144	225393	271677
NA18998	JPT	EAS	168	144	229482	277952
NA19835	ASW	AFR	213	147	287836	280361
NA19900	ASW	AFR	220	149	287731	276101
HG03663	PJL	SAS	197	142	247714	258362
HG01514	IBS	EUR	198	134	243980	253226
HG03195	ESN	AFR	207	146	276316	285688
HG01703	IBS	EUR	218	130	247765	253698
HG01810	CDX	EAS	185	143	223290	279045
HG02574	GWD	AFR	215	165	279817	279436
NA20900	GIH	SAS	198	136	246287	260636
NA11893	CEU	EUR	185	134	243000	253747
HG04038	STU	SAS	190	144	241170	263921
NA20512	TSI	EUR	174	146	244768	256744
HG00708	CHS	EAS	165	152	227827	272636
HG00315	FIN	EUR	188	132	238756	259568
NA12341	CEU	EUR	181	138	243386	254722
NA19239	YRI	AFR	203	159	276845	282969
HG00599	CHS	EAS	164	141	226612	274729
NA18643	CHB	EAS	168	154	226587	275239
HG02768	GWD	AFR	218	156	276742	282786
HG03490	PJL	SAS	182	134	235243	264757
NA19923	ASW	AFR	221	130	285413	266529
HG04162	BEB	SAS	194	142	243433	263807
HG02647	GWD	AFR	213	152	277540	282014
HG01524	IBS	EUR	176	140	245400	255597
NA18560	CHB	EAS	160	149	229046	276179
NA19213	YRI	AFR	190	157	278168	282920
HG03294	ESN	AFR	202	170	274013	285566
HG04127	STU	SAS	194	131	244279	261436
NA18618	CHB	EAS	186	135	230965	275419
NA12891	CEU	EUR	186	136	239747	254185
HG01393	PUR	AMR	222	131	268335	254619
HG03801	BEB	SAS	182	140	243604	262676
NA11894	CEU	EUR	193	145	243801	253694
HG01675	IBS	EUR	187	144	243867	254508
HG01990	ACB	AFR	203	154	283488	279809
NA21097	GIH	SAS	175	149	239383	265024
NA19659	MXL	AMR	222	138	249602	259838
HG02854	GWD	AFR	214	146	278484	282591
NA21141	GIH	SAS	182	140	240494	265231
HG03469	MSL	AFR	216	156	277162	289815
HG03378	MSL	AFR	235	144	283596	287071
HG02023	KHV	EAS	166	152	232071	273050
NA11993	CEU	EUR	154	146	241764	255385
HG03175	ESN	AFR	215	152	278365	284719
NA19711	ASW	AFR	228	140	285530	281995
HG03593	BEB	SAS	205	135	244730	262494
HG03050	GWD	AFR	210	154	274694	282808
HG01366	CLM	AMR	172	149	256846	256395
HG01054	PUR	AMR	180	140	251873	254194
HG01257	CLM	AMR	181	135	246185	259082
HG01516	IBS	EUR	163	126	241538	255729
HG00116	GBR	EUR	170	142	244178	258306
HG01431	CLM	AMR	200	124	257329	257271
HG03122	ESN	AFR	226	136	280114	285205
HG00173	FIN	EUR	184	136	241280	258480
HG02536	ACB	AFR	221	138	286317	272554
HG02575	GWD	AFR	220	169	280849	278291
HG00675	CHS	EAS	169	155	227659	274635
NA19097	YRI	AFR	202	162	276722	282624
HG00183	FIN	EUR	182	140	242765	260075
HG02089	PEL	AMR	178	138	235516	267008
NA07034	CEU	EUR	194	126	241978	255182
HG03464	MSL	AFR	232	145	281344	287418
HG02783	PJL	SAS	172	140	245269	260331
NA18525	CHB	EAS	170	157	225431	278172
HG01841	KHV	EAS	168	159	227268	274995
HG04192	BEB	SAS	201	135	245022	260884
NA20505	TSI	EUR	191	146	238404	258248
NA18925	YRI	AFR	212	155	275847	282801
NA20809	TSI	EUR	185	147	243052	257140
HG01982	PEL	AMR	170	151	228255	272699
HG03007	BEB	SAS	208	126	238744	264331
HG01028	CDX	EAS	193	143	231967	275023
NA20522	TSI	EUR	173	145	243204	258349
NA20532	TSI	EUR	185	133	241808	258461
NA18645	CHB	EAS	165	149	224318	277556
HG02613	GWD	AFR	210	154	276903	281344
HG01188	PUR	AMR	204	131	265086	258906
NA18626	CHB	EAS	176	155	228840	275215
HG00559	CHS	EAS	169	157	229294	273175
NA20754	TSI	EUR	167	141	242699	257498
HG02983	GWD	AFR	208	153	276656	281947
HG02371	CDX	EAS	172	142	225085	277836
NA12763	CEU	EUR	186	128	243181	254280
HG01435	CLM	AMR	186	152	246588	260369
NA20906	GIH	SAS	185	133	246186	263635
HG01551	CLM	AMR	218	131	277620	259737
HG01414	PUR	AMR	201	131	259203	255469
HG03800	BEB	SAS	182	136	245466	261515
HG01029	CDX	EAS	187	149	228961	275831
HG01308	PUR	AMR	186	146	263246	256843
HG01383	CLM	AMR	184	152	242618	259638
HG03518	ESN	AFR	204	160	277899	285874
HG02805	GWD	AFR	201	160	259050	291581
HG02615	GWD	AFR	209	150	278508	280236
HG03515	ESN	AFR	215	152	275899	285928
HG01046	CDX	EAS	191	147	227058	275773
HG03157	ESN	AFR	205	161	280840	281841
HG01912	ACB	AFR	208	150	283400	279471
NA20807	TSI	EUR	191	132	243487	255318
HG00458	CHS	EAS	175	149	226702	272402
HG02299	PEL	AMR	181	144	216180	276594
HG00404	CHS	EAS	162	154	226364	273747
NA11891	CEU	EUR	170	145	241740	253540
NA19159	YRI	AFR	193	146	279339	282306
NA12286	CEU	EUR	191	145	242818	254521
HG04135	BEB	SAS	181	142	241741	262132
NA10831	CEU	EUR	205	135	243285	254391
NA18933	YRI	AFR	203	169	274712	284290
HG02057	KHV	EAS	167	155	232227	273161
HG00406	CHS	EAS	173	149	227836	271468
NA20846	GIH	SAS	160	153	244454	262133
HG01766	IBS	EUR	188	142	244655	254993
HG02025	KHV	EAS	165	148	228234	274856
HG03539	GWD	AFR	208	152	278795	279170
HG03721	ITU	SAS	179	144	242065	265458
HG03898	STU	SAS	173	144	236254	267328
HG00138	GBR	EUR	168	139	243367	258988
HG02761	GWD	AFR	236	146	279167	280362
HG02390	CDX	EAS	134	154	226709	275824
HG03241	GWD	AFR	223	162	278957	283324
HG03719	ITU	SAS	191	146	244857	264166
HG03163	ESN	AFR	211	146	271899	287371
NA19819	ASW	AFR	233	142	286702	270918
HG03864	ITU	SAS	189	143	243742	263984
HG00438	CHS	EAS	168	149	225763	273102
HG03035	GWD	AFR	213	152	265639	288599
NA18533	CHB	EAS	163	152	228986	277442
NA18859	YRI	AFR	221	150	278351	281741
HG00622	CHS	EAS	174	150	226036	274600
HG01667	IBS	EUR	188	131	247023	254161
NA19074	JPT	EAS	179	134	221304	278956
NA11932	CEU	EUR	179	139	245420	254544
NA19315	LWK	AFR	211	156	282694	285494
NA19752	MXL	AMR	184	136	244508	264910
NA19307	LWK	AFR	210	144	284534	284357
HG03856	STU	SAS	193	131	240094	264860
HG02085	KHV	EAS	182	152	229876	273000
NA19199	YRI	AFR	209	153	278067	282298
NA10847	CEU	EUR	177	136	240964	254321
NA20908	GIH	SAS	197	122	241134	265370
HG02792	PJL	SAS	211	142	246030	262323
HG03937	BEB	SAS	196	146	240625	262581
NA12748	CEU	EUR	181	147	245068	253385
HG00556	CHS	EAS	192	144	226160	273472
HG01755	IBS	EUR	209	130	246143	255560
NA20541	TSI	EUR	176	149	237923	259383
NA12057	CEU	EUR	187	138	242466	253091
NA18912	YRI	AFR	214	152	276763	282504
HG00881	CDX	EAS	178	166	228722	276311
NA12004	CEU	EUR	170	125	244963	253084
HG03976	ITU	SAS	171	141	244980	265227
HG03034	GWD	AFR	224	146	276641	282180
HG03086	MSL	AFR	242	150	276902	288748
NA18619	CHB	EAS	181	139	226009	275865
HG00513	CHS	EAS	164	150	231797	272789
HG03126	ESN	AFR	215	146	279291	285013
HG02658	PJL	SAS	177	142	211012	277557
HG01804	CDX	EAS	176	142	227957	278328
NA20287	ASW	AFR	222	147	289030	277344
HG03312	ESN	AFR	226	154	276927	283810
HG03686	STU	SAS	184	158	242025	265377
HG04131	BEB	SAS	195	126	244847	260781
NA19005	JPT	EAS	175	146	227292	275143
HG00578	CHS	EAS	158	159	228822	272819
NA20535	TSI	EUR	190	133	239373	258114
HG03732	ITU	SAS	187	140	244950	263172
HG03703	PJL	SAS	212	132	247047	259734
HG01126	CLM	AMR	199	136	258617	255540
HG02139	KHV	EAS	190	146	228916	273042
HG01456	CLM	AMR	197	139	254403	256649
NA19670	MXL	AMR	182	153	246716	261895
NA18511	YRI	AFR	177	158	280947	281335
HG03775	ITU	SAS	172	159	239220	266509
HG01565	PEL	AMR	194	130	238427	266965
HG03635	PJL	SAS	189	134	248559	257539
NA18539	CHB	EAS	170	154	224184	278716
NA20874	GIH	SAS	195	138	246262	262237
HG02384	CDX	EAS	177	136	225157	277539
HG03600	BEB	SAS	200	133	241394	264934
HG02080	KHV	EAS	177	140	229774	272681
HG01049	PUR	AMR	190	124	270881	254294
NA12818	CEU	EUR	173	137	241576	253743
HG04141	BEB	SAS	178	152	246638	261307
HG01479	CLM	AMR	206	128	250386	255189
NA20806	TSI	EUR	169	139	241556	259842
HG00123	GBR	EUR	189	130	243352	259523
HG01855	KHV	EAS	168	158	228344	274205
NA20524	TSI	EUR	168	148	243268	257380
HG04187	BEB	SAS	208	140	244079	262663
NA12154	CEU	EUR	176	140	242594	254838
HG01281	CLM	AMR	184	143	252088	253277
NA18990	JPT	EAS	179	151	226684	277330
HG04023	ITU	SAS	168	149	230265	271087
NA12842	CEU	EUR	192	139	244240	253003
HG00351	FIN	EUR	180	133	240019	259624
NA18642	CHB	EAS	167	147	226811	275833
HG03079	MSL	AFR	205	149	280895	288525
NA18486	YRI	AFR	216	143	275454	282223
NA20317	ASW	AFR	223	129	284842	270717
HG01998	PEL	AMR	172	159	219311	275422
HG00851	CDX	EAS	187	155	226488	275721
HG03836	STU	SAS	181	138	235038	269427
HG03354	ESN	AFR	219	155	276512	285210
HG02303	PEL	AMR	194	137	233415	268978
HG03438	MSL	AFR	207	160	279334	288912
HG01134	CLM	AMR	191	130	257533	254527
HG03603	BEB	SAS	186	150	247633	261566
HG02491	PJL	SAS	201	134	247934	257441
HG03582	MSL	AFR	212	161	281665	288056
HG02470	ACB	AFR	206	145	283363	280728
HG00361	FIN	EUR	201	130	242338	259032
HG03228	PJL	SAS	190	140	239212	263884
NA19077	JPT	EAS	173	154	225724	276845
NA20282	ASW	AFR	228	145	285146	274003
HG01577	PEL	AMR	182	136	251960	259465
HG03642	STU	SAS	183	138	244731	264385
HG02725	PJL	SAS	204	128	243941	261946
HG03705	PJL	SAS	187	135	245086	262272
HG01068	PUR	AMR	205	135	253141	253352
HG03940	BEB	SAS	182	138	243667	264222
NA19175	YRI	AFR	191	155	277930	282310
HG03797	BEB	SAS	182	147	244608	262155
HG04014	ITU	SAS	181	135	243683	263316
HG00277	FIN	EUR	181	138	243305	255732
HG01871	KHV	EAS	189	143	228623	275191
NA18913	YRI	AFR	207	154	273508	284069
HG02644	GWD	AFR	217	155	277065	281311
HG01512	IBS	EUR	199	129	244567	254539
HG01254	CLM	AMR	200	146	261616	256283
NA19773	MXL	AMR	171	148	252092	257444
NA19703	ASW	AFR	221	152	283023	280315
HG03668	PJL	SAS	205	149	246209	258241
NA19088	JPT	EAS	166	145	224848	276911
NA18952	JPT	EAS	175	164	227357	276957
HG00429	CHS	EAS	167	152	226414	272176
NA12829	CEU	EUR	183	132	248102	251718
HG01525	IBS	EUR	175	141	249234	251328
HG02589	GWD	AFR	227	150	280652	281610
NA19176	YRI	AFR	215	154	275820	281821
HG00663	CHS	EAS	173	156	226106	274152
NA20126	ASW	AFR	223	148	286307	271765
NA18609	CHB	EAS	176	154	228631	274142
HG02604	PJL	SAS	168	140	223866	270069
NA20904	GIH	SAS	185	139	249818	257265
HG04042	STU	SAS	181	147	243596	262008
NA19316	LWK	AFR	216	153	280211	285867
NA19439	LWK	AFR	236	144	282162	285378
HG00171	FIN	EUR	176	158	238852	260428
HG03439	MSL	AFR	210	148	281284	288479
HG03239	PJL	SAS	190	143	249436	254365
HG02283	ACB	AFR	222	149	284699	274186
HG01080	PUR	AMR	193	133	254510	256408
HG03718	ITU	SAS	191	143	236713	266207
NA19000	JPT	EAS	152	149	227582	277642
HG02121	KHV	EAS	185	148	230321	273891
HG03757	STU	SAS	176	146	243929	264149
NA18968	JPT	EAS	201	139	226241	276555
HG03929	BEB	SAS	167	147	246923	260698
NA18963	JPT	EAS	158	157	226793	278486
HG04018	ITU	SAS	194	141	240963	265524
NA10857	CEU	EUR	198	124	244296	252817
NA19012	JPT	EAS	156	161	209105	286817
HG01184	PUR	AMR	211	134	258933	255819
NA18944	JPT	EAS	169	151	223093	278746
HG02219	IBS	EUR	181	123	245025	255954
HG00595	CHS	EAS	199	148	227350	274349
NA18520	YRI	AFR	220	162	273327	284833
HG03887	STU	SAS	187	136	241204	264654
NA07000	CEU	EUR	193	121	243353	252445
HG03753	STU	SAS	199	136	245898	262137
HG02975	ESN	AFR	225	153	279350	282696
HG01862	KHV	EAS	182	145	228938	274761
HG00332	FIN	EUR	191	134	244935	258883
HG03246	GWD	AFR	214	149	278819	280192
NA18564	CHB	EAS	181	144	229052	274280
HG03196	ESN	AFR	242	136	277531	284362
HG00149	GBR	EUR	196	131	246887	257861
HG03125	ESN	AFR	196	157	277947	284533
HG03995	STU	SAS	204	128	244783	261560
HG00174	FIN	EUR	183	133	242801	259861
HG01682	IBS	EUR	182	142	245108	255422
HG02791	PJL	SAS	196	148	242279	262761
NA12287	CEU	EUR	202	130	245685	254125
HG02351	CDX	EAS	187	153	229534	274438
HG01626	IBS	EUR	189	134	247468	253073
NA20814	TSI	EUR	185	139	243615	256789
HG00422	CHS	EAS	193	155	224208	274714
NA18956	JPT	EAS	173	140	227657	277154
HG04107	STU	SAS	187	153	236700	267572
NA21109	GIH	SAS	183	145	240955	264522
HG00641	PUR	AMR	179	116	253463	256309
HG02601	PJL	SAS	172	164	248524	260498
NA06997	CEU	EUR	186	142	241635	253103
HG02293	PEL	AMR	159	159	213980	277602
HG02323	ACB	AFR	201	155	281526	282255
NA18910	YRI	AFR	219	151	278264	283321
NA18623	CHB	EAS	166	150	228994	276296
HG00956	CDX	EAS	172	154	228564	276920
HG02317	ACB	AFR	232	137	279484	282980
HG03886	STU	SAS	194	134	243570	263081
HG00978	CDX	EAS	175	154	228220	275445
HG02810	GWD	AFR	218	155	261866	286446
HG03701	PJL	SAS	208	128	246582	258251
NA19717	MXL	AMR	198	138	244293	264531
HG01334	GBR	EUR	206	128	243902	258268
NA19151	YRI	AFR	228	150	277898	280909
HG00419	CHS	EAS	169	146	227690	274199
NA18757	CHB	EAS	171	149	228715	276440
HG02238	IBS	EUR	172	139	244989	255141
NA12146	CEU	EUR	170	143	244771	252342
HG02938	ESN	AFR	221	152	276707	284895
HG02624	GWD	AFR	220	147	276909	282389
HG00379	FIN	EUR	173	142	240636	257271
NA19724	MXL	AMR	189	129	247227	261867
HG02185	CDX	EAS	180	143	225035	277514
HG03643	STU	SAS	176	146	244543	261785
NA11995	CEU	EUR	215	120	243992	254056
HG02188	CDX	EAS	181	147	226379	278840
NA18546	CHB	EAS	167	146	226944	274763
HG04238	ITU	SAS	194	147	243884	263844
HG00702	CHS	EAS	164	154	228668	272201
HG03170	ESN	AFR	220	151	277287	283675
NA07056	CEU	EUR	177	139	241356	255385
HG02017	KHV	EAS	158	146	228389	274089
HG01492	CLM	AMR	206	142	249103	254608
HG00626	CHS	EAS	163	152	225027	273359
HG01865	KHV	EAS	176	144	230011	272609
HG01104	PUR	AMR	177	131	255455	253233
NA19749	MXL	AMR	202	133	250038	259380
HG03713	ITU	SAS	198	131	249231	262012
HG02027	KHV	EAS	164	145	231432	272775
HG01189	PUR	AMR	184	128	263744	256633
HG01607	IBS	EUR	192	138	244393	256191
NA18917	YRI	AFR	242	153	280318	281460
HG00501	CHS	EAS	171	151	227707	272251
HG02155	CDX	EAS	175	130	224791	277077
HG01680	IBS	EUR	167	139	243941	256077
NA20502	TSI	EUR	187	130	240368	258836
NA12864	CEU	EUR	195	127	243050	252727
HG00381	FIN	EUR	177	143	239974	258341
HG00500	CHS	EAS	172	142	225231	274252
HG03100	ESN	AFR	215	148	275423	284871
